"name","orig_name","state","county1","orig_county","established","discontinued","continuous","stamp_index","id","coordinates","duration","gnis_match","gnis_name","gnis_county","gnis_state","gnis_feature_id","gnis_feature_class","gnis_orig_name","gnis_orig_county","gnis_latitude","gnis_longitude","gnis_elev_in_m","gnis_dist","latitude","longitude","duration_category"
"CASTLETON","CASTLETON","MI","BARRY","Barry",1842,1857,TRUE,5,73155,TRUE,15,TRUE,"CASTLETON","BARRY","MI",2572394,"Post Office","Castleton Post Office","Barry",42.60361,-85.18333,258,1,42.60361,-85.18333,"1-50"
"CATO","CATO","MI","MONTCALM","Montcalrn",1857,1892,TRUE,5,73217,TRUE,35,TRUE,"CATO","MONTCALM","MI",2560205,"Post Office","Cato Post Office (historical)","Montcalm",43.40972,-85.26306,299,1,43.40972,-85.26306,"1-50"
"CAYWOOD","CAYWOOD","OH","WASHINGTON","Washington",1871,1922,TRUE,3,73278,TRUE,51,TRUE,"CAYWOOD","WASHINGTON","OH",1075538,"Populated Place","Caywood","Washington",39.45674,-81.38567,187,1,39.45674,-81.38567,"50-100"
"CEDAR CREEK","CEDAR CREEK","NC","CUMBERLAND","Cumberland",1870,1956,TRUE,1,73328,TRUE,86,TRUE,"CEDAR CREEK","CUMBERLAND","NC",1025229,"Populated Place","Cedar Creek","Cumberland",34.956,-78.75724,37,1,34.956,-78.75724,"50-100"
"CEDAR RAPIDS","CEDAR RAPIDS","IA","LINN","Linn",1846,NA,TRUE,0,73388,TRUE,150,TRUE,"CEDAR RAPIDS","LINN","IA",2046779,"Post Office","Cedar Rapids Post Office","Linn",41.97687,-91.65901,223,1,41.97687,-91.65901,">=100"
"CEDRON","CEDRON","OH","CLERMONT","Clermont",1851,1906,FALSE,3,73450,TRUE,55,TRUE,"CEDRON","CLERMONT","OH",1985335,"Post Office","Cedron Post Office (historical)","Clermont",38.80563,-84.05549,163,1,38.80563,-84.05549,"50-100"
"CENTERBEND","CENTERBEND","OH","MORGAN","Morgan",1860,1906,TRUE,4,73501,TRUE,46,TRUE,"CENTERBEND","MORGAN","OH",2037871,"Post Office","Centerbend Post Office (historical)","Morgan",39.59452,-81.6818,203,1,39.59452,-81.6818,"1-50"
"CENTRALIA","CENTRALIA","IL","MARION","Marion",1854,NA,TRUE,0,73547,TRUE,150,TRUE,"CENTRALIA","MARION","IL",1737035,"Post Office","Centralia Post Office","Marion",38.52448,-89.13404,150,1,38.52448,-89.13404,">=100"
"CENTREVILLE","CENTREVILLE","MI","ST. JOSEPH","Saint Joseph",1833,NA,FALSE,0,73603,TRUE,150,TRUE,"CENTREVILLE","ST. JOSEPH","MI",2401063,"Post Office","Centreville Post Office","St. Joseph",41.92316,-85.52845,251,1,41.92316,-85.52845,">=100"
"CHALK LEVEL","CHALK LEVEL","NC","HARNETT","Harnett",1835,1908,FALSE,5,73656,TRUE,73,TRUE,"CHALK LEVEL","HARNETT","NC",982990,"Church","Chalk Level Church","Harnett",35.51738,-78.93224,124,NA,35.51738,-78.93224,"50-100"
"CHANCY","CHANCY","IA","CLINTON","Clinton",1884,1894,TRUE,4,73723,TRUE,10,TRUE,"CHANCY","CLINTON","IA",2000724,"Church","Chancy Lutheran Church","Clinton",41.8242,-90.21374,194,NA,41.8242,-90.21374,"1-50"
"CHAPLIN","CHAPLIN","KY","NELSON","Nelson",1832,NA,TRUE,0,73776,TRUE,150,TRUE,"CHAPLIN","NELSON","KY",2794145,"Post Office","Chaplin Post Office","Nelson",37.89754,-85.22226,251,1,37.89754,-85.22226,">=100"
"CHARLOE","CHARLOE","OH","PAULDING","Paulding",1840,1905,TRUE,3,73833,TRUE,65,TRUE,"CHARLOE","PAULDING","OH",2041036,"Post Office","Charloe Post Office (historical)","Paulding",41.12894,-84.43328,217,1,41.12894,-84.43328,"50-100"
"CHATHAM","CHATHAM","IL","SANGAMON","Sangamon",1841,NA,TRUE,0,73884,TRUE,150,TRUE,"CHATHAM","SANGAMON","IL",2788410,"Post Office","Chatham Post Office","Sangamon",39.67657,-89.70345,184,1,39.67657,-89.70345,">=100"
"CHELSEA","CHELSEA","KY","HOPKINS","Hopkins",1888,1893,TRUE,5,73940,TRUE,5,TRUE,"CHELSEA","HOPKINS","KY",2743525,"Populated Place","Chelsea (historical)","Hopkins",37.52372,-87.4271,134,1,37.52372,-87.4271,"1-50"
"CHERRY GROVE","CHERRY GROVE","MI","WEXFORD","Wexford",1879,1879,TRUE,9,73993,TRUE,0,TRUE,"CHERRY GROVE","WEXFORD","MI",623157,"Cemetery","Cherry Grove Cemetery","Wexford",44.19361,-85.52255,387,1,44.19361,-85.52255,"<=1"
"CHESNUT HILL","CHESNUT HILL","MD","CALVERT","Calvert",1848,1854,FALSE,8,74044,TRUE,6,TRUE,"CHESTNUT HILL","CALVERT","MD",591378,"Populated Place","Chestnut Hill","Calvert",38.67123,-76.59801,52,0.9166667,38.67123,-76.59801,"1-50"
"CHESTNUT","CHESTNUT","IL","LOGAN","Logan",1873,NA,TRUE,0,74095,TRUE,150,TRUE,"CHESTNUT","LOGAN","IL",1816606,"Post Office","Chestnut Post Office","Logan",40.05304,-89.18404,190,1,40.05304,-89.18404,">=100"
"CHILDRESS","CHILDRESS","VA","MONTGOMERY","Montgomery",1890,1952,TRUE,1,74160,TRUE,62,TRUE,"CHILDRESS","MONTGOMERY","VA",1477201,"Populated Place","Childress","Montgomery",37.05624,-80.5045,593,1,37.05624,-80.5045,"50-100"
"CHIP","CHIP","NC","CRAVEN","Craven",1899,1904,TRUE,6,74210,TRUE,5,TRUE,"CHIP","CRAVEN","NC",983155,"Populated Place","Chip","Craven",35.22933,-77.13634,2,1,35.22933,-77.13634,"1-50"
"CHRISTIANBURG","CHRISTIANBURG(H)","IN","BROWN","Brown",1850,1902,FALSE,4,74273,TRUE,52,TRUE,"CHRISTIANSBURG","BROWN","IN",450775,"Populated Place","Christiansburg","Brown",39.08866,-86.1561,184,0.9230769,39.08866,-86.1561,"50-100"
"CHURCHTON","CHURCHTON","MD","ANNE ARUNDEL","Anne Arundel",1885,NA,TRUE,0,74327,TRUE,150,TRUE,"CHURCHTON","ANNE ARUNDEL","MD",1710017,"Post Office","Churchton Post Office","Anne Arundel",38.80206,-76.53587,3,1,38.80206,-76.53587,">=100"
"CISCO","CISCO","KY","MAGOFFIN","Magoffin",1902,NA,FALSE,0,74379,TRUE,150,TRUE,"CISCO","MAGOFFIN","KY",2339009,"Post Office","Cisco Post Office (historical)","Magoffin",37.85213,-83.1352,255,1,37.85213,-83.1352,">=100"
"CLARENCE","CLARENCE","IL","FORD","Ford",1878,NA,TRUE,0,74445,TRUE,150,TRUE,"CLARENCE","FORD","IL",406143,"Populated Place","Clarence","Ford",40.46392,-87.97087,232,1,40.46392,-87.97087,">=100"
"CLARKLAKE","CLARKLAKE","MI","JACKSON","Jackson",1896,NA,TRUE,0,74501,TRUE,150,TRUE,"CLARKLAKE","JACKSON","MI",2633046,"Post Office","Clarklake Post Office","Jackson",42.11674,-84.34548,298,1,42.11674,-84.34548,">=100"
"CLARKTON","CLARKTON","VA","HALIFAX","Halifax",1892,1959,TRUE,1,74566,TRUE,67,TRUE,"CLARKTON","HALIFAX","VA",1496845,"Populated Place","Clarkton","Halifax",36.9832,-78.90584,121,1,36.9832,-78.90584,"50-100"
"CLAYFORD","CLAYFORD","IA","JONES","Jones",1861,1902,TRUE,5,74625,TRUE,41,TRUE,"CLAYFORD","JONES","IA",466629,"Post Office","Clayford Post Office (historical)","Jones",42.19056,-90.99598,231,1,42.19056,-90.99598,"1-50"
"CLEAR FORK","CLEAR FORK","KY","BELL","Bell",1879,1913,FALSE,3,74685,TRUE,34,TRUE,"CLEAR FORK","BELL","KY",489630,"Church","Clear Fork Church","Bell",36.66036,-83.66158,324,NA,36.66036,-83.66158,"1-50"
"CLEMENTS","CLEMENTS","MN","REDWOOD","Redwood",1900,NA,TRUE,0,74743,TRUE,150,TRUE,"CLEMENTS","REDWOOD","MN",2064520,"Post Office","Clements Post Office","Redwood",44.37972,-95.05306,322,1,44.37972,-95.05306,">=100"
"CLEVILAS","CLEVILAS","VA","BEDFORD","Bedford",1886,1903,TRUE,5,74788,TRUE,17,TRUE,"CLEVILAS","BEDFORD","VA",1674831,"Populated Place","Clevilas (historical)","Bedford",37.20903,-79.68309,319,1,37.20903,-79.68309,"1-50"
"CLIFTON PARK","CLIFTON PARK","OH","CUYAHOGA","Cuyahoga",1898,1904,TRUE,4,74843,TRUE,6,TRUE,"CLIFTON PARK","CUYAHOGA","OH",1967047,"Post Office","Clifton Park Post Office (historical)","Cuyahoga",41.48755,-81.80264,200,1,41.48755,-81.80264,"1-50"
"CLINTON CENTER","CLINTON CENTER","IA","WAYNE","Wayne",1893,1902,TRUE,5,74897,TRUE,9,TRUE,"CLINTON CENTER","WAYNE","IA",1970472,"Post Office","Clinton Center Post Office (historical)","Wayne",40.60917,-93.38466,325,1,40.60917,-93.38466,"1-50"
"CLOTHO","CLOTHO","MN","TODD","Todd",1879,1908,FALSE,5,74951,TRUE,29,TRUE,"CLOTHO","TODD","MN",2068976,"Post Office","Clotho Post Office (historical)","Todd",46.01972,-95.0425,407,1,46.01972,-95.0425,"1-50"
"CLUM","CLUM","NC","CHOWAN","Chowan",1897,1902,TRUE,6,75015,TRUE,5,TRUE,"CLUM","CHOWAN","NC",1002695,"Locale","Clum (historical)","Chowan",36.13738,-76.663,6,1,36.13738,-76.663,"1-50"
"COALBURG","COALBURG(H)","OH","TRUMBULL","Trumbull",1867,1913,TRUE,3,75075,TRUE,46,TRUE,"COALBURG","TRUMBULL","OH",2056305,"Post Office","Coalburg Post Office (historical)","Trumbull",41.19311,-80.58868,308,1,41.19311,-80.58868,"1-50"
"COBBAN","COBBAN","WI","CHIPPEWA","Chippewa",1904,1934,TRUE,2,75127,TRUE,30,TRUE,"COBBAN","CHIPPEWA","WI",1577553,"Populated Place","Cobban","Chippewa",45.10302,-91.20626,295,1,45.10302,-91.20626,"1-50"
"COFFEE","COFFEE","IN","CLAY","Clay",1849,1903,TRUE,4,75200,TRUE,54,TRUE,"COFFEE","CLAY","IN",453001,"Post Office","Coffee Post Office (historical)","Clay",39.22893,-87.19668,186,1,39.22893,-87.19668,"50-100"
"COLBY","COLBY","OH","SANDUSKY","Sandusky",1884,1905,TRUE,3,75267,TRUE,21,TRUE,"COLBY","SANDUSKY","OH",2056982,"Post Office","Colby Post Office (historical)","Sandusky",41.26394,-82.94575,239,1,41.26394,-82.94575,"1-50"
"COLEBROOK","COLEBROOK","OH","ASHTABULA","Ashtabula",1827,1957,FALSE,1,75321,TRUE,130,TRUE,"COLEBROOK","ASHTABULA","OH",1056822,"Populated Place","Colebrook","Ashtabula",41.53561,-80.76258,302,1,41.53561,-80.76258,">=100"
"COLINGTON","COLINGTON","NC","DARE","Dare",1889,1945,TRUE,2,75388,TRUE,56,TRUE,"COLINGTON","DARE","NC",1019738,"Populated Place","Colington","Dare",36.00794,-75.70157,1,1,36.00794,-75.70157,"50-100"
"COLLINSVILLE","COLLINSVILLE","IL","MADISON","Madison",1825,NA,TRUE,0,75450,TRUE,150,TRUE,"COLLINSVILLE","MADISON","IL",1736023,"Post Office","Collinsville Post Office","Madison",38.68579,-90.02454,130,1,38.68579,-90.02454,">=100"
"COLSON","COLSON","KY","LETCHER","Letcher",1897,1975,TRUE,1,75501,TRUE,78,TRUE,"COLSON","LETCHER","KY",2336272,"Post Office","Colson Post Office (historical)","Letcher",37.22881,-82.86279,371,1,37.22881,-82.86279,"50-100"
"COLUMBUS","COLUMBUS","MN","ANOKA","Anoka",1856,1866,FALSE,6,75548,TRUE,10,TRUE,"COLUMBUS","ANOKA","MN",2094167,"Post Office","Columbus Post Office","Anoka",45.16306,-93.05556,276,1,45.16306,-93.05556,"1-50"
"COMMERCE","COMMERCE","IL","HANCOCK","Hancock",1834,1840,TRUE,7,75603,TRUE,6,TRUE,"COMMERCE","HANCOCK","IL",414307,"Populated Place","Commerce","Hancock",40.55004,-91.38487,198,1,40.55004,-91.38487,"1-50"
"CONCHO","CONCHO","WV","FAYETTE","Fayette",1893,1942,FALSE,2,75658,TRUE,49,TRUE,"CONCHO","FAYETTE","WV",1554181,"Populated Place","Concho","Fayette",37.96706,-81.08788,514,1,37.96706,-81.08788,"1-50"
"CONGER","CONGER","MI","MONTCALM","Montcalrn",1872,1876,TRUE,8,75712,TRUE,4,TRUE,"CONGER","MONTCALM","MI",2560182,"Post Office","Conger Post Office (historical)","Montcalm",43.44667,-85.45667,277,1,43.44667,-85.45667,"1-50"
"CONOVER","CONOVER","NC","CATAWBA","Catawba",1873,NA,TRUE,0,75768,TRUE,150,TRUE,"CONOVER","CATAWBA","NC",2773899,"Post Office","Conover Post Office","Catawba",35.70694,-81.2175,318,1,35.70694,-81.2175,">=100"
"CONWELLS MILLS","CONWELLS MILLS","IN","FRANKLIN","Franklin",1832,1837,TRUE,9,75828,TRUE,5,TRUE,"CONWELLS MILLS","FRANKLIN","IN",437653,"Populated Place","Conwells Mills","Franklin",39.50088,-85.18635,222,1,39.50088,-85.18635,"1-50"
"COONSVILLE","COONSVILLE","VA","BEDFORD","Bedford",1875,1903,TRUE,5,75901,TRUE,28,TRUE,"COONSVILLE","BEDFORD","VA",1674834,"Populated Place","Coonsville (historical)","Bedford",37.30708,-79.68809,257,1,37.30708,-79.68809,"1-50"
"COPLEY","COPLEY","MN","CLEARWATER","Clearwater",1895,1899,TRUE,7,75954,TRUE,4,TRUE,"COPLEY","CLEARWATER","MN",663867,"Civil","Township of Copley","Clearwater",47.54505,-95.35935,438,NA,47.54505,-95.35935,"1-50"
"CORDOVA","CORDOVA","IA","MARION","Marion",1889,1945,TRUE,2,76016,TRUE,56,TRUE,"CORDOVA","MARION","IA",1975702,"Post Office","Cordova Post Office (historical)","Marion",41.42444,-93.09604,228,1,41.42444,-93.09604,"50-100"
"CORN HILL","CORN HILL","IA","FAYETTE","Fayette",1855,1861,TRUE,8,76068,TRUE,6,TRUE,"CORN HILL","FAYETTE","IA",1944990,"Post Office","Corn Hill Post Office (historical)","Fayette",42.79582,-91.7446,335,1,42.79582,-91.7446,"1-50"
"CORNSTALK","CORNSTALK","WV","GREENBRIER","Greenbrier",1900,1985,TRUE,1,76124,TRUE,85,TRUE,"CORNSTALK","GREENBRIER","WV",1559385,"Post Office","Cornstalk Post Office","Greenbrier",37.94651,-80.53008,659,1,37.94651,-80.53008,"50-100"
"CORWITH","CORWITH","IA","HANCOCK","Hancock",1880,NA,TRUE,0,76176,TRUE,150,TRUE,"CORWITH","HANCOCK","IA",1926033,"Post Office","Corwith Post Office","Hancock",42.99202,-93.95693,359,1,42.99202,-93.95693,">=100"
"COTTAGEGROVE","COTTAGEGROVE","IL","SALINE","Saline",1898,1909,TRUE,4,76242,TRUE,11,TRUE,"COTTAGEGROVE","SALINE","IL",422582,"Populated Place","Cottagegrove","Saline",37.7481,-88.4106,131,1,37.7481,-88.4106,"1-50"
"COUNCIL HILL STATION","COUNCIL HILL STATION","IL","JO DAVIESS","Jo Daviess",1858,1895,TRUE,3,76296,TRUE,37,TRUE,"COUNCIL HILL","JO DAVIESS","IL",422584,"Populated Place","Council Hill","Jo Daviess",42.48862,-90.35374,280,1,42.48862,-90.35374,"1-50"
"COVERDALE","COVERDALE","DE","SUSSEX","Sussex",1861,1866,FALSE,8,76351,TRUE,5,TRUE,"RIVERDALE","SUSSEX","DE",215396,"Populated Place","Riverdale","Sussex",38.59428,-75.18435,3,0.7777778,38.59428,-75.18435,"1-50"
"COXTON","COXTON","IN","LAWRENCE","Lawrence",1890,1903,FALSE,4,76413,TRUE,13,TRUE,"COXTON","LAWRENCE","IN",450811,"Populated Place","Coxton","Lawrence",38.8295,-86.56111,156,1,38.8295,-86.56111,"1-50"
"CRAIG","CRAIG","OH","GUERNSEY","Guernsey",1890,1909,TRUE,3,76473,TRUE,19,TRUE,"CRAIG","GUERNSEY","OH",1988776,"Post Office","Craig Post Office (historical)","Guernsey",40.02368,-81.5179,284,1,40.02368,-81.5179,"1-50"
"CRANE","CRANE","WV","MERCER","Mercer",1900,1901,TRUE,7,76527,TRUE,1,TRUE,"CRANE","MERCER","WV",1559542,"Post Office","Crane Post Office","Mercer",37.34741,-81.25285,675,1,37.34741,-81.25285,"<=1"
"CRAWFORDSVILLE","CRAWFORDSVILLE","IA","WASHINGTON","Washington",1845,NA,TRUE,0,76586,TRUE,150,TRUE,"CRAWFORDSVILLE","WASHINGTON","IA",1981753,"Post Office","Crawfordsville Post Office","Washington",41.21514,-91.5377,224,1,41.21514,-91.5377,">=100"
"CRESAPSBURG","CRESAPSBURG","MD","ALLEGANY","Allegany",1800,1823,TRUE,7,76644,TRUE,23,TRUE,"CRESAPBURG","ALLEGANY","MD",583968,"Populated Place","Cresapburg","Allegany",39.59287,-78.83335,233,0.9090909,39.59287,-78.83335,"1-50"
"CRETE","CRETE","IA","APPANOOSE","Appanoose",1881,1884,TRUE,7,76692,TRUE,3,TRUE,"CRETE","APPANOOSE","IA",1970163,"Post Office","Crete Post Office","Appanoose",40.76862,-93.00187,306,1,40.76862,-93.00187,"1-50"
"CRITTINDEN","CRITTINDEN","IL","FRANKLIN","Franklin",1851,1901,TRUE,4,76758,TRUE,50,TRUE,"CRITTENDEN","FRANKLIN","IL",416523,"Populated Place","Crittenden","Franklin",38.02699,-88.98479,125,0.9,38.02699,-88.98479,"1-50"
"CROOKED CREEK","CROOKED CREEK","IA","HENRY","Henry",1843,1851,TRUE,8,76813,TRUE,8,TRUE,"CROOKED CREEK","HENRY","IA",1981491,"Post Office","Crooked Creek Post Office","Henry",41.14693,-91.66125,225,1,41.14693,-91.66125,"1-50"
"CROSS ROADS","CROSS ROADS","VA","BEDFORD","Bedford",1839,1859,TRUE,7,76872,TRUE,20,TRUE,"CROSS ROADS","BEDFORD","VA",1500162,"Populated Place","Cross Roads","Bedford",37.27069,-79.79254,338,1,37.27069,-79.79254,"1-50"
"CROWELL","CROWELL","KY","CRITTENDEN","Crittenden",1880,1886,TRUE,6,76925,TRUE,6,TRUE,"CROWELL","CRITTENDEN","KY",490414,"Cemetery","Crowell Cemetery","Crittenden",37.4116,-87.96236,153,1,37.4116,-87.96236,"1-50"
"CRYSTAL","CRYSTAL","KY","ESTILL","Estill",1906,NA,FALSE,0,76984,TRUE,150,TRUE,"CRYSTAL","ESTILL","KY",511668,"Populated Place","Crystal","Estill",37.66342,-83.82547,194,1,37.66342,-83.82547,">=100"
"CULBRETH","CULBRETH","NC","GRANVILLE","Granville",1892,1907,TRUE,6,77035,TRUE,15,TRUE,"CULBRETH","GRANVILLE","NC",1019878,"Populated Place","Culbreth","Granville",36.26376,-78.7275,149,1,36.26376,-78.7275,"1-50"
"CUMMINS","CUMMINS","IL","COOK","Cook",1882,1894,TRUE,6,77097,TRUE,12,TRUE,"CUMMINGS","COOK","IL",1737742,"Populated Place","Cummings","Cook",41.71059,-87.55227,179,0.8571429,41.71059,-87.55227,"1-50"
"CURTIN","CURTIN","WV","WEBSTER","Webster",1943,1991,TRUE,1,77162,TRUE,48,TRUE,"CURTIN","WEBSTER","WV",1554245,"Populated Place","Curtin","Webster",38.47455,-80.36258,490,1,38.47455,-80.36258,"1-50"
"CUYUNA","CUYUNA","MN","CROW WING","Crow Wing",1908,1954,TRUE,1,77227,TRUE,46,TRUE,"CUYUNA","CROW WING","MN",2071701,"Post Office","Cuyuna Post Office (historical)","Crow Wing",46.51694,-93.92278,382,1,46.51694,-93.92278,"1-50"
"DAGGET","DAGGET","IL","CARROLL","Carroll",1887,1906,TRUE,4,77290,TRUE,19,TRUE,"DAGGETT","CARROLL","IL",422600,"Populated Place","Daggett (historical)","Carroll",42.03253,-89.97373,228,0.8333333,42.03253,-89.97373,"1-50"
"DALE","DALE","IL","HAMILTON","Hamilton",1882,NA,TRUE,0,77349,TRUE,150,TRUE,"DALE","HAMILTON","IL",1812453,"Post Office","Dale Post Office","Hamilton",37.99505,-88.49311,120,1,37.99505,-88.49311,">=100"
"DALTON","DALTON","NC","BLADEN","Bladen",1870,1874,TRUE,8,77403,TRUE,4,TRUE,"DALTON","BLADEN","NC",1025246,"Populated Place","Dalton","Bladen",34.48739,-78.65613,29,1,34.48739,-78.65613,"1-50"
"DANBY","DANBY","MI","IONIA","Ionia",1850,1900,TRUE,4,77455,TRUE,50,TRUE,"DANBY","IONIA","MI",2581752,"Post Office","Danby Post Office (historical)","Ionia",42.78528,-84.89583,248,1,42.78528,-84.89583,"1-50"
"DAPHNA","DAPHNA","VA","ROCKINGHAM","Rockingham",1904,1954,TRUE,1,77512,TRUE,50,TRUE,"DAPHNA","ROCKINGHAM","VA",1492838,"Populated Place","Daphna","Rockingham",38.57984,-78.80502,337,1,38.57984,-78.80502,"1-50"
"DARTFORD","DARTFORD","WI","GREEN LAKE","Green Lake",1847,1907,TRUE,5,77582,TRUE,60,TRUE,"DARTFORD","GREEN LAKE","WI",1565822,"Populated Place","Dartford","Green Lake",43.84415,-88.96011,245,1,43.84415,-88.96011,"50-100"
"DAVIS CORNERS","DAVIS CORNERS","WI","ADAMS","Adams",1855,1888,FALSE,7,77648,TRUE,33,TRUE,"DAVIS CORNERS","ADAMS","WI",1563731,"Locale","Davis Corners","Adams",43.7497,-89.69929,319,1,43.7497,-89.69929,"1-50"
"DAWSONVILLE","DAWSONVILLE","VA","GREENE","Greene",1852,1937,TRUE,2,77711,TRUE,85,TRUE,"DAWSONVILLE","GREENE","VA",1706341,"Post Office","Dawsonville Post Office (historical)","Greene",38.2668,-78.31778,140,1,38.2668,-78.31778,"50-100"
"DE FOREST","DE FOREST","WI","DANE","Dane",1872,NA,TRUE,0,77766,TRUE,150,TRUE,"DE FOREST","DANE","WI",1842377,"Post Office","De Forest Post Office","Dane",43.24096,-89.34234,289,1,43.24096,-89.34234,">=100"
"DEARDORFS MILLS","DEARDORFS MILLS","OH","TUSCARAWAS","Tuscarawas",1831,1872,FALSE,5,77829,TRUE,41,TRUE,"DEARDOFFS MILLS","TUSCARAWAS","OH",1064443,"Populated Place","Deardoffs Mills","Tuscarawas",40.4259,-81.54206,274,0.9333333,40.4259,-81.54206,"1-50"
"DEED'S CREEK","DEED'S CREEK","IN","KOSCIUSKO","Kosciusko",1850,1853,TRUE,9,77888,TRUE,3,TRUE,"DEED'S CREEK","KOSCIUSKO","IN",441110,"Populated Place","Deed's Creek","Kosciusko",41.20032,-85.70554,283,1,41.20032,-85.70554,"1-50"
"DEER PARK","DEER PARK","OH","HAMILTON","Hamilton",1812,1916,TRUE,1,77943,TRUE,104,TRUE,"DEER PARK","HAMILTON","OH",1989627,"Post Office","Deer Park Post Office (historical)","Hamilton",39.20561,-84.39438,265,1,39.20561,-84.39438,">=100"
"DEHART","DEHART","NC","WILKES","Wilkes",1886,1942,TRUE,2,77999,TRUE,56,TRUE,"DEHART","WILKES","NC",984120,"Populated Place","Dehart","Wilkes",36.30013,-81.13508,419,1,36.30013,-81.13508,"50-100"
"DELBARTON","DELBARTON","WV","MINGO","Mingo",1924,NA,TRUE,0,78053,TRUE,150,TRUE,"DELBARTON","MINGO","WV",1728758,"Post Office","Delbarton Post Office","Mingo",37.71075,-82.18299,228,1,37.71075,-82.18299,">=100"
"DELONG","DELONG","IL","KNOX","Knox",1883,1962,TRUE,1,78109,TRUE,79,TRUE,"DELONG","KNOX","IL",1815946,"Post Office","Delong Post Office (historical)","Knox",40.81671,-90.30401,206,1,40.81671,-90.30401,"50-100"
"DEMOCRAT","DEMOCRAT","KY","LETCHER","Letcher",1892,1985,TRUE,1,78167,TRUE,93,TRUE,"DEMOCRAT","LETCHER","KY",507843,"Populated Place","Democrat","Letcher",37.23343,-82.80321,376,1,37.23343,-82.80321,"50-100"
"DENOVA","DENOVA","IA","HENRY","Henry",1890,1905,TRUE,5,78229,TRUE,15,TRUE,"DENOVA","HENRY","IA",1981411,"Post Office","Denova Post Office (historical)","Henry",40.90836,-91.63711,219,1,40.90836,-91.63711,"1-50"
"DERBY CREEK","DERBY CREEK","OH","MADISON","Madison",1811,1823,TRUE,7,78281,TRUE,12,TRUE,"DERBY CREEK","MADISON","OH",1084504,"Post Office","Derby Creek Post Office","Madison",40.10678,-83.26811,283,1,40.10678,-83.26811,"1-50"
"DEUCHER","DEUCHER","OH","WASHINGTON","Washington",1885,1950,TRUE,1,78340,TRUE,65,TRUE,"DEUCHER","WASHINGTON","OH",1075706,"Populated Place","Deucher","Washington",39.46646,-81.19678,292,1,39.46646,-81.19678,"50-100"
"DEXTERVILLE","DEXTERVILLE (2)","WI","WOOD","Wood",1863,1934,FALSE,2,78409,TRUE,71,TRUE,"DEXTERVILLE","WOOD","WI",1563957,"Populated Place","Dexterville","Wood",44.37635,-90.11069,302,1,44.37635,-90.11069,"50-100"
"DICKEY","DICKEY","IA","BREMER","Bremer",1883,1895,TRUE,6,78476,TRUE,12,TRUE,"DICKEY","BREMER","IA",1948289,"Post Office","Dickey Post Office (historical)","Bremer",42.8847,-92.39824,328,1,42.8847,-92.39824,"1-50"
"DILWORTH","DILWORTH","MN","CLAY","Clay",1907,NA,TRUE,0,78558,TRUE,150,TRUE,"DILWORTH","CLAY","MN",2081049,"Post Office","Dilworth Post Office","Clay",46.87552,-96.70288,277,1,46.87552,-96.70288,">=100"
"DIVIDE","DIVIDE","WV","FAYETTE","Fayette",1901,1931,TRUE,2,78625,TRUE,30,TRUE,"DIVIDE","FAYETTE","WV",1554308,"Populated Place","Divide","Fayette",38.06678,-80.96621,721,1,38.06678,-80.96621,"1-50"
"DOBRA","DOBRA","WV","LOGAN","Logan",1913,1919,TRUE,5,78682,TRUE,6,TRUE,"DOBRA","LOGAN","WV",1538222,"Populated Place","Dobra","Logan",37.93455,-81.82429,252,1,37.93455,-81.82429,"1-50"
"DOGCREEK","DOGCREEK","KY","HART","Hart",1874,1958,TRUE,1,78741,TRUE,84,TRUE,"DOGCREEK","HART","KY",507861,"Populated Place","Dogcreek","Hart",37.32061,-86.12525,182,1,37.32061,-86.12525,"50-100"
"DONDALE","DONDALE","WV","SUMMERS","Summers",1918,1926,TRUE,4,78803,TRUE,8,TRUE,"DONDALE","SUMMERS","WV",1553881,"Populated Place","Dondale","Summers",37.82734,-80.90509,456,1,37.82734,-80.90509,"1-50"
"DORA LAKE","DORA LAKE (2)","MN","ITASCA","Itasca",1946,1953,TRUE,1,78855,TRUE,7,TRUE,"DORA LAKE","ITASCA","MN",2095330,"Post Office","Dora Lake Post Office (historical)","Itasca",47.73861,-94.04,405,1,47.73861,-94.04,"1-50"
"DORTHAE","DORTHAE","KY","LAUREL","Laurel",1909,1939,FALSE,2,78916,TRUE,30,TRUE,"DORTHAE","LAUREL","KY",511869,"Populated Place","Dorthae","Laurel",36.99342,-84.10465,364,1,36.99342,-84.10465,"1-50"
"DOUGLAS","DOUGLAS","OH","PUTNAM","Putnam",1880,1907,FALSE,3,78977,TRUE,27,TRUE,"DOUGLAS","PUTNAM","OH",2044285,"Post Office","Douglas Post Office (historical)","Putnam",40.94172,-84.30134,226,1,40.94172,-84.30134,"1-50"
"DOW","DOW (1)","IL","JERSEY","Jersey",1896,1897,TRUE,6,79031,TRUE,1,TRUE,"DOW","JERSEY","IL",2788424,"Post Office","Dow Post Office","Jersey",39.01261,-90.34272,204,1,39.01261,-90.34272,"<=1"
"DOYLESVILLE","DOYLESVILLE","KY","MADISON","Madison",1847,1930,FALSE,2,79089,TRUE,83,TRUE,"DOYLESVILLE","MADISON","KY",2557654,"Post Office","Doylesville Post Office (historical)","Madison",37.84895,-84.16483,176,1,37.84895,-84.16483,"50-100"
